version,file_name,matched_id,modality,detection,start,end,length,valid_length,relative_start,relative_length
unaligned,unaligned_version_24.pkl,zhNksSReaQk$_$27,vision,compared_with_dataset02,18,19,2,48,0.375,0.041666666666666664
unaligned,unaligned_version_24.pkl,zhNksSReaQk$_$27,vision,compared_with_dataset02,21,21,1,48,0.4375,0.020833333333333332
unaligned,unaligned_version_24.pkl,zhNksSReaQk$_$27,vision,compared_with_dataset02,29,29,1,48,0.6041666666666666,0.020833333333333332
unaligned,unaligned_version_24.pkl,zhNksSReaQk$_$27,vision,compared_with_dataset02,33,33,1,48,0.6875,0.020833333333333332
unaligned,unaligned_version_24.pkl,zhNksSReaQk$_$27,vision,compared_with_dataset02,41,41,1,48,0.8541666666666666,0.020833333333333332
unaligned,unaligned_version_24.pkl,zhNksSReaQk$_$27,vision,compared_with_dataset02,43,43,1,48,0.8958333333333334,0.020833333333333332
unaligned,unaligned_version_24.pkl,zhNksSReaQk$_$27,vision,compared_with_dataset02,47,47,1,48,0.9791666666666666,0.020833333333333332
unaligned,unaligned_version_25.pkl,194299$_$14,audio,compared_with_dataset02,4,4,1,53,0.07547169811320754,0.018867924528301886
unaligned,unaligned_version_25.pkl,194299$_$14,audio,compared_with_dataset02,6,7,2,53,0.11320754716981132,0.03773584905660377
unaligned,unaligned_version_25.pkl,194299$_$14,audio,compared_with_dataset02,16,17,2,53,0.3018867924528302,0.03773584905660377
unaligned,unaligned_version_25.pkl,194299$_$14,audio,compared_with_dataset02,29,30,2,53,0.5471698113207547,0.03773584905660377
unaligned,unaligned_version_25.pkl,194299$_$14,audio,compared_with_dataset02,35,35,1,53,0.660377358490566,0.018867924528301886
unaligned,unaligned_version_25.pkl,194299$_$14,audio,compared_with_dataset02,38,39,2,53,0.7169811320754716,0.03773584905660377
unaligned,unaligned_version_25.pkl,194299$_$14,audio,compared_with_dataset02,42,44,3,53,0.7924528301886793,0.05660377358490566
unaligned,unaligned_version_25.pkl,194299$_$14,audio,compared_with_dataset02,46,46,1,53,0.8679245283018868,0.018867924528301886
unaligned,unaligned_version_25.pkl,194299$_$14,audio,compared_with_dataset02,52,52,1,53,0.9811320754716981,0.018867924528301886
unaligned,unaligned_version_25.pkl,194299$_$14,vision,compared_with_dataset02,2,3,2,40,0.05,0.05
unaligned,unaligned_version_25.pkl,194299$_$14,vision,compared_with_dataset02,6,7,2,40,0.15,0.05
unaligned,unaligned_version_25.pkl,194299$_$14,vision,compared_with_dataset02,15,16,2,40,0.375,0.05
unaligned,unaligned_version_25.pkl,194299$_$14,vision,compared_with_dataset02,24,25,2,40,0.6,0.05
unaligned,unaligned_version_25.pkl,194299$_$14,vision,compared_with_dataset02,31,31,1,40,0.775,0.025
unaligned,unaligned_version_25.pkl,194299$_$14,vision,compared_with_dataset02,33,33,1,40,0.825,0.025
unaligned,unaligned_version_25.pkl,194299$_$14,vision,compared_with_dataset02,35,35,1,40,0.875,0.025
unaligned,unaligned_version_26.pkl,,audio,heuristic_internal_zeros,2,3,2,189,0.010582010582010581,0.010582010582010581
unaligned,unaligned_version_26.pkl,,audio,heuristic_internal_zeros,15,15,1,189,0.07936507936507936,0.005291005291005291
unaligned,unaligned_version_26.pkl,,audio,heuristic_internal_zeros,18,18,1,189,0.09523809523809523,0.005291005291005291
unaligned,unaligned_version_26.pkl,,audio,heuristic_internal_zeros,26,26,1,189,0.13756613756613756,0.005291005291005291
unaligned,unaligned_version_26.pkl,,audio,heuristic_internal_zeros,30,31,2,189,0.15873015873015872,0.010582010582010581
unaligned,unaligned_version_26.pkl,,audio,heuristic_internal_zeros,33,33,1,189,0.1746031746031746,0.005291005291005291
unaligned,unaligned_version_26.pkl,,audio,heuristic_internal_zeros,35,35,1,189,0.18518518518518517,0.005291005291005291
unaligned,unaligned_version_26.pkl,,audio,heuristic_internal_zeros,42,42,1,189,0.2222222222222222,0.005291005291005291
unaligned,unaligned_version_26.pkl,,audio,heuristic_internal_zeros,44,44,1,189,0.2328042328042328,0.005291005291005291
unaligned,unaligned_version_26.pkl,,audio,heuristic_internal_zeros,48,49,2,189,0.25396825396825395,0.010582010582010581
unaligned,unaligned_version_26.pkl,,audio,heuristic_internal_zeros,53,53,1,189,0.2804232804232804,0.005291005291005291
unaligned,unaligned_version_26.pkl,,audio,heuristic_internal_zeros,65,65,1,189,0.3439153439153439,0.005291005291005291
unaligned,unaligned_version_26.pkl,,audio,heuristic_internal_zeros,67,67,1,189,0.3544973544973545,0.005291005291005291
unaligned,unaligned_version_26.pkl,,audio,heuristic_internal_zeros,72,74,3,189,0.38095238095238093,0.015873015873015872
unaligned,unaligned_version_26.pkl,,audio,heuristic_internal_zeros,79,83,5,189,0.41798941798941797,0.026455026455026454
unaligned,unaligned_version_26.pkl,,audio,heuristic_internal_zeros,85,85,1,189,0.4497354497354497,0.005291005291005291
unaligned,unaligned_version_26.pkl,,audio,heuristic_internal_zeros,88,88,1,189,0.4656084656084656,0.005291005291005291
unaligned,unaligned_version_26.pkl,,audio,heuristic_internal_zeros,92,92,1,189,0.48677248677248675,0.005291005291005291
unaligned,unaligned_version_26.pkl,,audio,heuristic_internal_zeros,96,98,3,189,0.5079365079365079,0.015873015873015872
unaligned,unaligned_version_26.pkl,,audio,heuristic_internal_zeros,100,100,1,189,0.5291005291005291,0.005291005291005291
unaligned,unaligned_version_26.pkl,,audio,heuristic_internal_zeros,107,107,1,189,0.5661375661375662,0.005291005291005291
unaligned,unaligned_version_26.pkl,,audio,heuristic_internal_zeros,110,110,1,189,0.582010582010582,0.005291005291005291
unaligned,unaligned_version_26.pkl,,audio,heuristic_internal_zeros,112,113,2,189,0.5925925925925926,0.010582010582010581
unaligned,unaligned_version_26.pkl,,audio,heuristic_internal_zeros,116,117,2,189,0.6137566137566137,0.010582010582010581
unaligned,unaligned_version_26.pkl,,audio,heuristic_internal_zeros,123,123,1,189,0.6507936507936508,0.005291005291005291
unaligned,unaligned_version_26.pkl,,audio,heuristic_internal_zeros,126,126,1,189,0.6666666666666666,0.005291005291005291
unaligned,unaligned_version_26.pkl,,audio,heuristic_internal_zeros,128,128,1,189,0.6772486772486772,0.005291005291005291
unaligned,unaligned_version_26.pkl,,audio,heuristic_internal_zeros,134,135,2,189,0.708994708994709,0.010582010582010581
unaligned,unaligned_version_26.pkl,,audio,heuristic_internal_zeros,137,137,1,189,0.7248677248677249,0.005291005291005291
unaligned,unaligned_version_26.pkl,,audio,heuristic_internal_zeros,139,139,1,189,0.7354497354497355,0.005291005291005291
unaligned,unaligned_version_26.pkl,,audio,heuristic_internal_zeros,146,148,3,189,0.7724867724867724,0.015873015873015872
unaligned,unaligned_version_26.pkl,,audio,heuristic_internal_zeros,150,152,3,189,0.7936507936507936,0.015873015873015872
unaligned,unaligned_version_26.pkl,,audio,heuristic_internal_zeros,161,162,2,189,0.8518518518518519,0.010582010582010581
unaligned,unaligned_version_26.pkl,,audio,heuristic_internal_zeros,166,168,3,189,0.8783068783068783,0.015873015873015872
unaligned,unaligned_version_26.pkl,,audio,heuristic_internal_zeros,170,171,2,189,0.8994708994708994,0.010582010582010581
unaligned,unaligned_version_26.pkl,,audio,heuristic_internal_zeros,174,175,2,189,0.9206349206349206,0.010582010582010581
unaligned,unaligned_version_26.pkl,,audio,heuristic_internal_zeros,178,178,1,189,0.9417989417989417,0.005291005291005291
unaligned,unaligned_version_26.pkl,,audio,heuristic_internal_zeros,180,181,2,189,0.9523809523809523,0.010582010582010581
unaligned,unaligned_version_26.pkl,,audio,heuristic_internal_zeros,183,183,1,189,0.9682539682539683,0.005291005291005291
unaligned,unaligned_version_26.pkl,,audio,heuristic_internal_zeros,185,185,1,189,0.9788359788359788,0.005291005291005291
unaligned,unaligned_version_26.pkl,,vision,heuristic_internal_zeros,5,6,2,141,0.03546099290780142,0.014184397163120567
unaligned,unaligned_version_26.pkl,,vision,heuristic_internal_zeros,8,8,1,141,0.05673758865248227,0.0070921985815602835
unaligned,unaligned_version_26.pkl,,vision,heuristic_internal_zeros,10,11,2,141,0.07092198581560284,0.014184397163120567
unaligned,unaligned_version_26.pkl,,vision,heuristic_internal_zeros,16,16,1,141,0.11347517730496454,0.0070921985815602835
unaligned,unaligned_version_26.pkl,,vision,heuristic_internal_zeros,18,18,1,141,0.1276595744680851,0.0070921985815602835
unaligned,unaligned_version_26.pkl,,vision,heuristic_internal_zeros,23,24,2,141,0.16312056737588654,0.014184397163120567
unaligned,unaligned_version_26.pkl,,vision,heuristic_internal_zeros,27,31,5,141,0.19148936170212766,0.03546099290780142
unaligned,unaligned_version_26.pkl,,vision,heuristic_internal_zeros,36,36,1,141,0.2553191489361702,0.0070921985815602835
unaligned,unaligned_version_26.pkl,,vision,heuristic_internal_zeros,38,40,3,141,0.2695035460992908,0.02127659574468085
unaligned,unaligned_version_26.pkl,,vision,heuristic_internal_zeros,43,43,1,141,0.3049645390070922,0.0070921985815602835
unaligned,unaligned_version_26.pkl,,vision,heuristic_internal_zeros,59,59,1,141,0.41843971631205673,0.0070921985815602835
unaligned,unaligned_version_26.pkl,,vision,heuristic_internal_zeros,61,61,1,141,0.4326241134751773,0.0070921985815602835
unaligned,unaligned_version_26.pkl,,vision,heuristic_internal_zeros,63,63,1,141,0.44680851063829785,0.0070921985815602835
unaligned,unaligned_version_26.pkl,,vision,heuristic_internal_zeros,66,66,1,141,0.46808510638297873,0.0070921985815602835
unaligned,unaligned_version_26.pkl,,vision,heuristic_internal_zeros,73,73,1,141,0.5177304964539007,0.0070921985815602835
unaligned,unaligned_version_26.pkl,,vision,heuristic_internal_zeros,75,75,1,141,0.5319148936170213,0.0070921985815602835
unaligned,unaligned_version_26.pkl,,vision,heuristic_internal_zeros,84,84,1,141,0.5957446808510638,0.0070921985815602835
unaligned,unaligned_version_26.pkl,,vision,heuristic_internal_zeros,96,96,1,141,0.6808510638297872,0.0070921985815602835
unaligned,unaligned_version_26.pkl,,vision,heuristic_internal_zeros,98,98,1,141,0.6950354609929078,0.0070921985815602835
unaligned,unaligned_version_26.pkl,,vision,heuristic_internal_zeros,100,100,1,141,0.7092198581560284,0.0070921985815602835
unaligned,unaligned_version_26.pkl,,vision,heuristic_internal_zeros,102,102,1,141,0.723404255319149,0.0070921985815602835
unaligned,unaligned_version_26.pkl,,vision,heuristic_internal_zeros,105,105,1,141,0.7446808510638298,0.0070921985815602835
unaligned,unaligned_version_26.pkl,,vision,heuristic_internal_zeros,107,107,1,141,0.7588652482269503,0.0070921985815602835
unaligned,unaligned_version_26.pkl,,vision,heuristic_internal_zeros,115,118,4,141,0.8156028368794326,0.028368794326241134
unaligned,unaligned_version_26.pkl,,vision,heuristic_internal_zeros,121,121,1,141,0.8581560283687943,0.0070921985815602835
unaligned,unaligned_version_26.pkl,,vision,heuristic_internal_zeros,129,130,2,141,0.9148936170212766,0.014184397163120567
unaligned,unaligned_version_26.pkl,,vision,heuristic_internal_zeros,136,136,1,141,0.9645390070921985,0.0070921985815602835
unaligned,unaligned_version_27.pkl,,audio,heuristic_internal_zeros,2,4,3,182,0.01098901098901099,0.016483516483516484
unaligned,unaligned_version_27.pkl,,audio,heuristic_internal_zeros,6,6,1,182,0.03296703296703297,0.005494505494505495
unaligned,unaligned_version_27.pkl,,audio,heuristic_internal_zeros,8,10,3,182,0.04395604395604396,0.016483516483516484
unaligned,unaligned_version_27.pkl,,audio,heuristic_internal_zeros,13,13,1,182,0.07142857142857142,0.005494505494505495
unaligned,unaligned_version_27.pkl,,audio,heuristic_internal_zeros,15,15,1,182,0.08241758241758242,0.005494505494505495
unaligned,unaligned_version_27.pkl,,audio,heuristic_internal_zeros,21,21,1,182,0.11538461538461539,0.005494505494505495
unaligned,unaligned_version_27.pkl,,audio,heuristic_internal_zeros,24,25,2,182,0.13186813186813187,0.01098901098901099
unaligned,unaligned_version_27.pkl,,audio,heuristic_internal_zeros,28,28,1,182,0.15384615384615385,0.005494505494505495
unaligned,unaligned_version_27.pkl,,audio,heuristic_internal_zeros,32,32,1,182,0.17582417582417584,0.005494505494505495
unaligned,unaligned_version_27.pkl,,audio,heuristic_internal_zeros,34,35,2,182,0.18681318681318682,0.01098901098901099
unaligned,unaligned_version_27.pkl,,audio,heuristic_internal_zeros,37,38,2,182,0.2032967032967033,0.01098901098901099
unaligned,unaligned_version_27.pkl,,audio,heuristic_internal_zeros,41,43,3,182,0.22527472527472528,0.016483516483516484
unaligned,unaligned_version_27.pkl,,audio,heuristic_internal_zeros,45,45,1,182,0.24725274725274726,0.005494505494505495
unaligned,unaligned_version_27.pkl,,audio,heuristic_internal_zeros,50,50,1,182,0.27472527472527475,0.005494505494505495
unaligned,unaligned_version_27.pkl,,audio,heuristic_internal_zeros,56,56,1,182,0.3076923076923077,0.005494505494505495
unaligned,unaligned_version_27.pkl,,audio,heuristic_internal_zeros,61,62,2,182,0.33516483516483514,0.01098901098901099
unaligned,unaligned_version_27.pkl,,audio,heuristic_internal_zeros,66,66,1,182,0.3626373626373626,0.005494505494505495
unaligned,unaligned_version_27.pkl,,audio,heuristic_internal_zeros,71,71,1,182,0.3901098901098901,0.005494505494505495
unaligned,unaligned_version_27.pkl,,audio,heuristic_internal_zeros,73,73,1,182,0.4010989010989011,0.005494505494505495
unaligned,unaligned_version_27.pkl,,audio,heuristic_internal_zeros,79,79,1,182,0.4340659340659341,0.005494505494505495
unaligned,unaligned_version_27.pkl,,audio,heuristic_internal_zeros,81,81,1,182,0.44505494505494503,0.005494505494505495
unaligned,unaligned_version_27.pkl,,audio,heuristic_internal_zeros,86,86,1,182,0.4725274725274725,0.005494505494505495
unaligned,unaligned_version_27.pkl,,audio,heuristic_internal_zeros,92,93,2,182,0.5054945054945055,0.01098901098901099
unaligned,unaligned_version_27.pkl,,audio,heuristic_internal_zeros,101,102,2,182,0.554945054945055,0.01098901098901099
unaligned,unaligned_version_27.pkl,,audio,heuristic_internal_zeros,106,106,1,182,0.5824175824175825,0.005494505494505495
unaligned,unaligned_version_27.pkl,,audio,heuristic_internal_zeros,109,110,2,182,0.5989010989010989,0.01098901098901099
unaligned,unaligned_version_27.pkl,,audio,heuristic_internal_zeros,114,114,1,182,0.6263736263736264,0.005494505494505495
unaligned,unaligned_version_27.pkl,,audio,heuristic_internal_zeros,116,116,1,182,0.6373626373626373,0.005494505494505495
unaligned,unaligned_version_27.pkl,,audio,heuristic_internal_zeros,126,129,4,182,0.6923076923076923,0.02197802197802198
unaligned,unaligned_version_27.pkl,,audio,heuristic_internal_zeros,134,134,1,182,0.7362637362637363,0.005494505494505495
unaligned,unaligned_version_27.pkl,,audio,heuristic_internal_zeros,141,143,3,182,0.7747252747252747,0.016483516483516484
unaligned,unaligned_version_27.pkl,,audio,heuristic_internal_zeros,147,147,1,182,0.8076923076923077,0.005494505494505495
unaligned,unaligned_version_27.pkl,,audio,heuristic_internal_zeros,149,149,1,182,0.8186813186813187,0.005494505494505495
unaligned,unaligned_version_27.pkl,,audio,heuristic_internal_zeros,151,152,2,182,0.8296703296703297,0.01098901098901099
unaligned,unaligned_version_27.pkl,,audio,heuristic_internal_zeros,155,155,1,182,0.8516483516483516,0.005494505494505495
unaligned,unaligned_version_27.pkl,,audio,heuristic_internal_zeros,166,166,1,182,0.9120879120879121,0.005494505494505495
unaligned,unaligned_version_27.pkl,,audio,heuristic_internal_zeros,173,174,2,182,0.9505494505494505,0.01098901098901099
unaligned,unaligned_version_27.pkl,,audio,heuristic_internal_zeros,176,176,1,182,0.967032967032967,0.005494505494505495
unaligned,unaligned_version_27.pkl,,vision,heuristic_internal_zeros,12,12,1,136,0.08823529411764706,0.007352941176470588
unaligned,unaligned_version_27.pkl,,vision,heuristic_internal_zeros,16,17,2,136,0.11764705882352941,0.014705882352941176
unaligned,unaligned_version_27.pkl,,vision,heuristic_internal_zeros,21,21,1,136,0.15441176470588236,0.007352941176470588
unaligned,unaligned_version_27.pkl,,vision,heuristic_internal_zeros,23,23,1,136,0.16911764705882354,0.007352941176470588
unaligned,unaligned_version_27.pkl,,vision,heuristic_internal_zeros,26,26,1,136,0.19117647058823528,0.007352941176470588
unaligned,unaligned_version_27.pkl,,vision,heuristic_internal_zeros,29,29,1,136,0.21323529411764705,0.007352941176470588
unaligned,unaligned_version_27.pkl,,vision,heuristic_internal_zeros,32,32,1,136,0.23529411764705882,0.007352941176470588
unaligned,unaligned_version_27.pkl,,vision,heuristic_internal_zeros,34,35,2,136,0.25,0.014705882352941176
unaligned,unaligned_version_27.pkl,,vision,heuristic_internal_zeros,44,44,1,136,0.3235294117647059,0.007352941176470588
unaligned,unaligned_version_27.pkl,,vision,heuristic_internal_zeros,50,50,1,136,0.36764705882352944,0.007352941176470588
unaligned,unaligned_version_27.pkl,,vision,heuristic_internal_zeros,54,54,1,136,0.39705882352941174,0.007352941176470588
unaligned,unaligned_version_27.pkl,,vision,heuristic_internal_zeros,56,56,1,136,0.4117647058823529,0.007352941176470588
unaligned,unaligned_version_27.pkl,,vision,heuristic_internal_zeros,58,58,1,136,0.4264705882352941,0.007352941176470588
unaligned,unaligned_version_27.pkl,,vision,heuristic_internal_zeros,62,62,1,136,0.45588235294117646,0.007352941176470588
unaligned,unaligned_version_27.pkl,,vision,heuristic_internal_zeros,69,69,1,136,0.5073529411764706,0.007352941176470588
unaligned,unaligned_version_27.pkl,,vision,heuristic_internal_zeros,76,76,1,136,0.5588235294117647,0.007352941176470588
unaligned,unaligned_version_27.pkl,,vision,heuristic_internal_zeros,79,79,1,136,0.5808823529411765,0.007352941176470588
unaligned,unaligned_version_27.pkl,,vision,heuristic_internal_zeros,84,84,1,136,0.6176470588235294,0.007352941176470588
unaligned,unaligned_version_27.pkl,,vision,heuristic_internal_zeros,87,87,1,136,0.6397058823529411,0.007352941176470588
unaligned,unaligned_version_27.pkl,,vision,heuristic_internal_zeros,89,89,1,136,0.6544117647058824,0.007352941176470588
unaligned,unaligned_version_27.pkl,,vision,heuristic_internal_zeros,99,100,2,136,0.7279411764705882,0.014705882352941176
unaligned,unaligned_version_27.pkl,,vision,heuristic_internal_zeros,103,104,2,136,0.7573529411764706,0.014705882352941176
unaligned,unaligned_version_27.pkl,,vision,heuristic_internal_zeros,106,106,1,136,0.7794117647058824,0.007352941176470588
unaligned,unaligned_version_27.pkl,,vision,heuristic_internal_zeros,110,110,1,136,0.8088235294117647,0.007352941176470588
unaligned,unaligned_version_27.pkl,,vision,heuristic_internal_zeros,113,113,1,136,0.8308823529411765,0.007352941176470588
unaligned,unaligned_version_27.pkl,,vision,heuristic_internal_zeros,123,124,2,136,0.9044117647058824,0.014705882352941176
unaligned,unaligned_version_27.pkl,,vision,heuristic_internal_zeros,127,127,1,136,0.9338235294117647,0.007352941176470588
unaligned,unaligned_version_27.pkl,,vision,heuristic_internal_zeros,129,129,1,136,0.9485294117647058,0.007352941176470588
unaligned,unaligned_version_27.pkl,,vision,heuristic_internal_zeros,133,133,1,136,0.9779411764705882,0.007352941176470588
unaligned,unaligned_version_28.pkl,,audio,heuristic_internal_zeros,16,16,1,175,0.09142857142857143,0.005714285714285714
unaligned,unaligned_version_28.pkl,,audio,heuristic_internal_zeros,18,18,1,175,0.10285714285714286,0.005714285714285714
unaligned,unaligned_version_28.pkl,,audio,heuristic_internal_zeros,20,20,1,175,0.11428571428571428,0.005714285714285714
unaligned,unaligned_version_28.pkl,,audio,heuristic_internal_zeros,23,23,1,175,0.13142857142857142,0.005714285714285714
unaligned,unaligned_version_28.pkl,,audio,heuristic_internal_zeros,26,26,1,175,0.14857142857142858,0.005714285714285714
unaligned,unaligned_version_28.pkl,,audio,heuristic_internal_zeros,28,30,3,175,0.16,0.017142857142857144
unaligned,unaligned_version_28.pkl,,audio,heuristic_internal_zeros,32,32,1,175,0.18285714285714286,0.005714285714285714
unaligned,unaligned_version_28.pkl,,audio,heuristic_internal_zeros,34,35,2,175,0.19428571428571428,0.011428571428571429
unaligned,unaligned_version_28.pkl,,audio,heuristic_internal_zeros,37,37,1,175,0.21142857142857144,0.005714285714285714
unaligned,unaligned_version_28.pkl,,audio,heuristic_internal_zeros,39,39,1,175,0.22285714285714286,0.005714285714285714
unaligned,unaligned_version_28.pkl,,audio,heuristic_internal_zeros,42,42,1,175,0.24,0.005714285714285714
unaligned,unaligned_version_28.pkl,,audio,heuristic_internal_zeros,46,46,1,175,0.26285714285714284,0.005714285714285714
unaligned,unaligned_version_28.pkl,,audio,heuristic_internal_zeros,48,48,1,175,0.2742857142857143,0.005714285714285714
unaligned,unaligned_version_28.pkl,,audio,heuristic_internal_zeros,56,57,2,175,0.32,0.011428571428571429
unaligned,unaligned_version_28.pkl,,audio,heuristic_internal_zeros,59,59,1,175,0.33714285714285713,0.005714285714285714
unaligned,unaligned_version_28.pkl,,audio,heuristic_internal_zeros,61,61,1,175,0.3485714285714286,0.005714285714285714
unaligned,unaligned_version_28.pkl,,audio,heuristic_internal_zeros,71,71,1,175,0.4057142857142857,0.005714285714285714
unaligned,unaligned_version_28.pkl,,audio,heuristic_internal_zeros,73,74,2,175,0.41714285714285715,0.011428571428571429
unaligned,unaligned_version_28.pkl,,audio,heuristic_internal_zeros,81,81,1,175,0.46285714285714286,0.005714285714285714
unaligned,unaligned_version_28.pkl,,audio,heuristic_internal_zeros,84,84,1,175,0.48,0.005714285714285714
unaligned,unaligned_version_28.pkl,,audio,heuristic_internal_zeros,86,86,1,175,0.49142857142857144,0.005714285714285714
unaligned,unaligned_version_28.pkl,,audio,heuristic_internal_zeros,95,95,1,175,0.5428571428571428,0.005714285714285714
unaligned,unaligned_version_28.pkl,,audio,heuristic_internal_zeros,98,99,2,175,0.56,0.011428571428571429
unaligned,unaligned_version_28.pkl,,audio,heuristic_internal_zeros,103,105,3,175,0.5885714285714285,0.017142857142857144
unaligned,unaligned_version_28.pkl,,audio,heuristic_internal_zeros,108,109,2,175,0.6171428571428571,0.011428571428571429
unaligned,unaligned_version_28.pkl,,audio,heuristic_internal_zeros,115,115,1,175,0.6571428571428571,0.005714285714285714
unaligned,unaligned_version_28.pkl,,audio,heuristic_internal_zeros,119,119,1,175,0.68,0.005714285714285714
unaligned,unaligned_version_28.pkl,,audio,heuristic_internal_zeros,121,121,1,175,0.6914285714285714,0.005714285714285714
unaligned,unaligned_version_28.pkl,,audio,heuristic_internal_zeros,124,124,1,175,0.7085714285714285,0.005714285714285714
unaligned,unaligned_version_28.pkl,,audio,heuristic_internal_zeros,128,128,1,175,0.7314285714285714,0.005714285714285714
unaligned,unaligned_version_28.pkl,,audio,heuristic_internal_zeros,130,130,1,175,0.7428571428571429,0.005714285714285714
unaligned,unaligned_version_28.pkl,,audio,heuristic_internal_zeros,132,132,1,175,0.7542857142857143,0.005714285714285714
unaligned,unaligned_version_28.pkl,,audio,heuristic_internal_zeros,135,135,1,175,0.7714285714285715,0.005714285714285714
unaligned,unaligned_version_28.pkl,,audio,heuristic_internal_zeros,137,137,1,175,0.7828571428571428,0.005714285714285714
unaligned,unaligned_version_28.pkl,,audio,heuristic_internal_zeros,144,145,2,175,0.8228571428571428,0.011428571428571429
unaligned,unaligned_version_28.pkl,,audio,heuristic_internal_zeros,152,154,3,175,0.8685714285714285,0.017142857142857144
unaligned,unaligned_version_28.pkl,,audio,heuristic_internal_zeros,160,160,1,175,0.9142857142857143,0.005714285714285714
unaligned,unaligned_version_28.pkl,,audio,heuristic_internal_zeros,162,162,1,175,0.9257142857142857,0.005714285714285714
unaligned,unaligned_version_28.pkl,,audio,heuristic_internal_zeros,165,165,1,175,0.9428571428571428,0.005714285714285714
unaligned,unaligned_version_28.pkl,,audio,heuristic_internal_zeros,169,170,2,175,0.9657142857142857,0.011428571428571429
unaligned,unaligned_version_28.pkl,,vision,heuristic_internal_zeros,3,3,1,132,0.022727272727272728,0.007575757575757576
unaligned,unaligned_version_28.pkl,,vision,heuristic_internal_zeros,8,8,1,132,0.06060606060606061,0.007575757575757576
unaligned,unaligned_version_28.pkl,,vision,heuristic_internal_zeros,14,14,1,132,0.10606060606060606,0.007575757575757576
unaligned,unaligned_version_28.pkl,,vision,heuristic_internal_zeros,17,17,1,132,0.12878787878787878,0.007575757575757576
unaligned,unaligned_version_28.pkl,,vision,heuristic_internal_zeros,23,24,2,132,0.17424242424242425,0.015151515151515152
unaligned,unaligned_version_28.pkl,,vision,heuristic_internal_zeros,27,27,1,132,0.20454545454545456,0.007575757575757576
unaligned,unaligned_version_28.pkl,,vision,heuristic_internal_zeros,34,34,1,132,0.25757575757575757,0.007575757575757576
unaligned,unaligned_version_28.pkl,,vision,heuristic_internal_zeros,39,39,1,132,0.29545454545454547,0.007575757575757576
unaligned,unaligned_version_28.pkl,,vision,heuristic_internal_zeros,52,52,1,132,0.3939393939393939,0.007575757575757576
unaligned,unaligned_version_28.pkl,,vision,heuristic_internal_zeros,55,57,3,132,0.4166666666666667,0.022727272727272728
unaligned,unaligned_version_28.pkl,,vision,heuristic_internal_zeros,59,60,2,132,0.44696969696969696,0.015151515151515152
unaligned,unaligned_version_28.pkl,,vision,heuristic_internal_zeros,63,64,2,132,0.4772727272727273,0.015151515151515152
unaligned,unaligned_version_28.pkl,,vision,heuristic_internal_zeros,66,67,2,132,0.5,0.015151515151515152
unaligned,unaligned_version_28.pkl,,vision,heuristic_internal_zeros,70,71,2,132,0.5303030303030303,0.015151515151515152
unaligned,unaligned_version_28.pkl,,vision,heuristic_internal_zeros,75,75,1,132,0.5681818181818182,0.007575757575757576
unaligned,unaligned_version_28.pkl,,vision,heuristic_internal_zeros,77,77,1,132,0.5833333333333334,0.007575757575757576
unaligned,unaligned_version_28.pkl,,vision,heuristic_internal_zeros,79,79,1,132,0.5984848484848485,0.007575757575757576
unaligned,unaligned_version_28.pkl,,vision,heuristic_internal_zeros,83,84,2,132,0.6287878787878788,0.015151515151515152
unaligned,unaligned_version_28.pkl,,vision,heuristic_internal_zeros,88,88,1,132,0.6666666666666666,0.007575757575757576
unaligned,unaligned_version_28.pkl,,vision,heuristic_internal_zeros,90,91,2,132,0.6818181818181818,0.015151515151515152
unaligned,unaligned_version_28.pkl,,vision,heuristic_internal_zeros,96,96,1,132,0.7272727272727273,0.007575757575757576
unaligned,unaligned_version_28.pkl,,vision,heuristic_internal_zeros,99,99,1,132,0.75,0.007575757575757576
unaligned,unaligned_version_28.pkl,,vision,heuristic_internal_zeros,104,104,1,132,0.7878787878787878,0.007575757575757576
unaligned,unaligned_version_28.pkl,,vision,heuristic_internal_zeros,108,108,1,132,0.8181818181818182,0.007575757575757576
unaligned,unaligned_version_28.pkl,,vision,heuristic_internal_zeros,111,111,1,132,0.8409090909090909,0.007575757575757576
unaligned,unaligned_version_28.pkl,,vision,heuristic_internal_zeros,116,118,3,132,0.8787878787878788,0.022727272727272728
unaligned,unaligned_version_28.pkl,,vision,heuristic_internal_zeros,122,122,1,132,0.9242424242424242,0.007575757575757576
unaligned,unaligned_version_28.pkl,,vision,heuristic_internal_zeros,124,124,1,132,0.9393939393939394,0.007575757575757576
unaligned,unaligned_version_28.pkl,,vision,heuristic_internal_zeros,126,126,1,132,0.9545454545454546,0.007575757575757576
unaligned,unaligned_version_29.pkl,,audio,heuristic_internal_zeros,2,2,1,90,0.022222222222222223,0.011111111111111112
unaligned,unaligned_version_29.pkl,,audio,heuristic_internal_zeros,6,6,1,90,0.06666666666666667,0.011111111111111112
unaligned,unaligned_version_29.pkl,,audio,heuristic_internal_zeros,12,12,1,90,0.13333333333333333,0.011111111111111112
unaligned,unaligned_version_29.pkl,,audio,heuristic_internal_zeros,14,14,1,90,0.15555555555555556,0.011111111111111112
unaligned,unaligned_version_29.pkl,,audio,heuristic_internal_zeros,16,16,1,90,0.17777777777777778,0.011111111111111112
unaligned,unaligned_version_29.pkl,,audio,heuristic_internal_zeros,21,21,1,90,0.23333333333333334,0.011111111111111112
